dataset,fixture_id,content_hash,source_row_hash,split,lineage,truncated
gsm8k,gsm8k_test_000010_59dc846d,59dc846d8f5781b8069fbd5afb77ae55ccfd9f0cbd02982f74359eaaf110706d,6cb7266290df33247efe780a072a14736e523d27f72fb917c2d2b96cd986502e,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 10}",False
gsm8k,gsm8k_test_000011_b70bab4a,b70bab4a716435a0f1760267db434467d1c484bbf32f45c346411f424396c15a,b57bf22e37f8c744e77183f7152ae2ffa5952719742c4e4e0c2ea8b7e926509a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 11}",False
gsm8k,gsm8k_test_000012_21d66dd1,21d66dd1d6782ddd61965d46bc8b8620a899e6eecb0ba028e26c912e7477b108,23e2df479692d9b5e73acc9fc74c5ebe61bfe1ea8f7183819dbe045c2ec552e3,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 12}",False
gsm8k,gsm8k_test_000013_bde0971b,bde0971b529ee3ab471d0b3ba6875a1864b7d4806277f6c3a702d139a9d956d2,4b291213a8badf0204266c9b5e66f2028efac662a42bfa1bb66e341b30996d1a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 13}",False
gsm8k,gsm8k_test_000014_fc6f69e1,fc6f69e1f99983e79af4afcb42920278ccca1f36792cd1d5740747dd5de60d46,161ed4545c93791c2e582ec0fa1895983621c0471fea4ea5c82ee954293efa5c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 14}",False
gsm8k,gsm8k_test_000015_746c1f0c,746c1f0cccd8b3644183dba10a7ed4fbc16a522d22e72f290b3f3d064b9973d1,c3193995b02461e75a6681f63a29ba11e7fc78ae0ea9cfdbb495164cb037e934,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 15}",False
gsm8k,gsm8k_test_000016_d4181f2f,d4181f2fa7a537baaef26b2890d5b4ec80fb8d5e4c824b29e63bb29685e4c4d0,7dda2e14abc849c96d755e8fe2454b371821bb07dd01e9c9bb7fbe850a3f597e,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 16}",False
gsm8k,gsm8k_test_000017_04aa2556,04aa2556efd6b4e9dd96dc8381a13afbdb0b0c535f94b61ba866684ee2eb4ecb,376f9958fdc66e46ab551d144633109a3a772db9bd266db12d7287787d1661d9,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 17}",False
gsm8k,gsm8k_test_000018_d7ded01e,d7ded01eeb584496251c56eec21dfe76d7ff3b947f1d576f6fba143f3aadb4c5,7ecdf2d95e690a44ee2b21fc188993ebdaf366048e3325375ce066afa94a9bd3,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 18}",False
gsm8k,gsm8k_test_000019_8beea970,8beea970bc5aa7bb9177c720b30fe2903ebb3f435c9c6dc0ee45953cc010ea37,0bfdb1a680d398468f5d50b946075b365edffe5e7322250ec51f5a380e326406,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 19}",False
gsm8k,gsm8k_test_000020_14cc1000,14cc1000939948633f674c24d701871f5109614759182e7df26bc1c33103f129,c9171d8b3df896bc4a0db06238f64f08b20730f576e842d9ce436e61f48af551,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 20}",False
gsm8k,gsm8k_test_000021_4731f93b,4731f93bff46c4717e14c46576bf81525f698d9a619536a7dfe8d78e93ebac3f,02b950750a0d27490fa20a5d4583d3991a8db53d9315dbb1d51c9bd0e9437b5d,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 21}",False
gsm8k,gsm8k_test_000022_d280a9ea,d280a9ea8838d2573e3385a48af61889938488bb859c9ed2afde14a0fc2638a3,26639db3981c76343fa9ab0693d6a491a48a38abce7695a12b0406e0ea831180,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 22}",False
gsm8k,gsm8k_test_000023_03349c30,03349c306ec1647698d59e38b7db20161f91c099df6dd5df86bf87d86d4703ef,5a2ff2cdf8a03bc539e1f55f8f3b30e17a565f72e35c2f7eb0becad79467874c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 23}",False
gsm8k,gsm8k_test_000024_f58bbedc,f58bbedc81d6c53f86426199aa56b861e79f1e5164ed70813ec0cf3576ec48c3,9482b3efaf6b19edabcb3f9f8eb27c2cb749f0c878cec553bce39240b7944a20,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 24}",False
gsm8k,gsm8k_test_000025_ec6edeab,ec6edeab0cafac146c66031a75f7490fffaed88915396119bb511f03a9e67240,073b526a5ba02ef15f6d9ad8675af9df0a86deda73d31c1a56649753961d41b4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 25}",False
gsm8k,gsm8k_test_000026_41d35568,41d35568372b835070f36e4c1225071f2a0a2a03f6b42a80ba508d4e2fb4b7c4,4d692efb4be1032074d11d1aeea9bb27063cc1c58a04cd8566f1e143119ea829,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 26}",False
gsm8k,gsm8k_test_000027_6a4f3624,6a4f36249677339eb3fe66cc56ea5f5e956eda9a549b198abd0f792369319866,fb08f5b11555a2adedef7f37dbe5d0d02f51e5c36040f33ff6f006f24d35232c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 27}",False
gsm8k,gsm8k_test_000028_3dd1dbbb,3dd1dbbb29a265778aeb54d054af3635058668f8ee9ea868c4b48ba383a662a9,67a43144fe848f7158fad88db5112f5bae7bf8c988fc720d090dc714bb9d2cd5,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 28}",False
gsm8k,gsm8k_test_000029_e10497e5,e10497e535be737aac86f2ca1dc99d57ea206d90a7200d5a962b62b4e4923584,32f41ec46041b9baebf17e767880771012618ab3a0bbb0cb2335c0aae88670e4,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 29}",False
gsm8k,gsm8k_test_000030_9f0365ea,9f0365ea9bd9b8d177daedabe52421a807eb8ec73820b14bea83dde5f1432226,cbed674daf6ecc1e6ead8f9af8be7ebf9d16607f53f5df85da03cc67bfb578cc,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 30}",False
gsm8k,gsm8k_test_000031_4d793ee1,4d793ee16770a144b4a3bff23eb670102781d2fafc1e6d78b150aeafc78abc5d,bf8a78f79adc58dab29b203d55baf45a6e14cf96e4fc5056e68aca41c3cd61d6,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 31}",False
gsm8k,gsm8k_test_000032_af2e722f,af2e722fad632047996096ae1d6d5e2aff2dea6f7005f620765619b7fb8381de,639b9acb5a47494d3224afc680885032bbd05267ee1ad906f74db740f41c421b,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 32}",False
gsm8k,gsm8k_test_000033_bfa5addb,bfa5addb4bf61ff058fc7bb303a0f434d9ce04784c894656c677ed2525fd13ac,f817dbe0e033b8ca8e95ab0df5b8827d8c9a0aa1896879a7d0e66bfeb0864dc8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 33}",False
gsm8k,gsm8k_test_000034_b8be10eb,b8be10ebd7765d83463da73eb47cfbe8fc873a3cc00a7203018a0de3092229ec,0b21d535a5ee93a7ac96fca26dce13f7df05509b17818cb92d842aa4d16ed840,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 34}",False
gsm8k,gsm8k_test_000035_405fe73f,405fe73f2618f10fa7488cad3b3dc4c872d86a4025307e8b6c9eb4c7c748c4c5,6077efe9d8fcbbb345f53bc0cc0697df06d93cc020c5f7541786a77984ecfdc5,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 35}",False
gsm8k,gsm8k_test_000036_1d022551,1d022551b576049efb21977edfce5b8f8ea0db70e6434bea4ce7f127429a3c84,98f14450593e5510de5cd80a44c97ce6e1488389fc559874326774ba154c1ba8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 36}",False
gsm8k,gsm8k_test_000037_3a7cf375,3a7cf3754f908ed68219339bb4870673c91e8652dc5b2c07a3db3cb241992605,9bca8875d332438ec93d9b12030d9867815f18ce3f1409595b0394f5de463a23,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 37}",False
gsm8k,gsm8k_test_000038_aa1e50c7,aa1e50c7e8df99f12902de200b32f70c53ea6a1c1dc7210eb49777952834c320,225c5d0dbade4474e82947485d2e88a6d9a188620cfcca235e8da2ab6a18c14a,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 38}",False
gsm8k,gsm8k_test_000039_7d1c5210,7d1c5210673c32d2efcb3de75870cd8ab98ff3207088a65ae9472d14e3f37f27,f17de81cb77d1bad596fbf3b097119c991f1f526bab23104cf25d6dae9914088,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 39}",False
gsm8k,gsm8k_test_000040_75285fb5,75285fb58bfc60fe9e3b7e9e75c866294ceaeb2f6a7d2cfe444d2f29849bba5f,00f3ac1719be04ebdf35fb5ead74da3c4015c4efa267110a3a08acd3fc651135,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 40}",False
gsm8k,gsm8k_test_000041_3fa5fbc0,3fa5fbc06f03e84011911af2168b1f2097c4c90fe9b4df607b53ebfef2bba8ac,790d280afee941fb06ea5f27428d2d68887e30445d6b4a0a898e6bcb76d96886,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 41}",False
gsm8k,gsm8k_test_000042_28ac1c06,28ac1c06e2933ef2cfeb52b8252bfbb8f22b858c4d9bb5253f02f7e472fca425,58434d3eb64578e651fb85c9993b014447f926514b2da900235bd773c7b7ab2c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 42}",False
gsm8k,gsm8k_test_000043_9b4fc364,9b4fc364d448ad54c41a059abc6a094c25cf4cf0883a7598f582dbf4b0efa724,931f3e0efdacb850149c323a75a54e4831ef6807e791577bf141ad3173cd6fbb,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 43}",False
gsm8k,gsm8k_test_000044_455e05f3,455e05f357852cf54abefa989f87f9cf90f0c728725718982359121d310d867b,68e62ef1109e7e2c068c6f22126215508851f4cd1bb5e026b9f97fda1d3725f2,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 44}",False
gsm8k,gsm8k_test_000045_63ddb76e,63ddb76e277cedd6d13eb3ff9ea3bcb54ac9f9ea921ffc379f9193947d1b5199,1390df16de5c9c2d30f7481c4f88f5ae9767d952cb2bc9bd080f480c06756385,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 45}",False
gsm8k,gsm8k_test_000046_97f6fc2b,97f6fc2b15dde5b8f59583e1d114154e0e1345e6225089c19dedda30b5607910,3d6b80937dd1971957e72373ebeda7209f75822a92c2880f75e9c2085b29699c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 46}",False
gsm8k,gsm8k_test_000047_5bbf046c,5bbf046cb56c14bd828a5e487c2526d8b426f5870c3f33fd93ab9725aef87135,7c0a03821687ad85aab768bd4197cd2fb90f7ad02c061f95524aedad0265dd41,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 47}",False
gsm8k,gsm8k_test_000048_99bd23ac,99bd23ac8fa6edfc68cd8576356bb0f7085f8a54574c4ec6ea243b8c6aa809dd,80d95d16005a6769685726ea8eff2f701c01e5d9f32c93baa7897d37db120363,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 48}",False
gsm8k,gsm8k_test_000049_2047f09c,2047f09c573037ba9d73e4af65e4d31cdb5d1ea79b3eec9631053f920f098511,e895b7240eeeed307fae5ba00af3203f7666696495d1c7cd72bcbf7306ae4ab8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 49}",False
gsm8k,gsm8k_test_000050_4e72bf7b,4e72bf7b0cce2a8092910ecaa05906dcae5c2dbff1c3ea2d37e06dd8c7fa7a86,7710226d68ac538730c2b8a3690009014b6617fe21243ef940949b7972899db8,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 50}",False
gsm8k,gsm8k_test_000051_88792752,8879275227020039ebd1330924aa4454e42aa09f6f796be06f3196ab208893b5,f92f5a56bdcb8fc2598f9f86bab22852444c35b014cf0e2b03656dcbb36275ac,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 51}",False
gsm8k,gsm8k_test_000052_4f270b73,4f270b735a819bbe88fd196bc54fc7387b021c9f0f0fe53a73d47af4373187a1,5e591ed2a5c2f5c4ed14c518af3a518133da71cd7936fd52a143dc9a17c54011,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 52}",False
gsm8k,gsm8k_test_000053_4c516265,4c5162650535a948e5b4797ce18a6b44b9a4b0335344003317e33e4596d386ef,3725813d513cf4d20bdff4581564611238abc86ad925391448b57ae0491cae7f,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 53}",False
gsm8k,gsm8k_test_000054_d224a421,d224a4219690ac91910728326382c77a19f67b684b111f855277242cbdca38f7,a100b15b78ba031f3a20ec4e5944b962aab0eef1c3bea23af3e89f227fa89797,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 54}",False
gsm8k,gsm8k_test_000055_e2e0d9c4,e2e0d9c425f45dcaff8603aec9a413df9937cc54b1dd1087df2c0e0860d01eb6,ac0fdca72e134ebe4259307dcb3bb526077fb6ec803b145c58451e35c371c2aa,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 55}",False
gsm8k,gsm8k_test_000056_2fba2842,2fba28420d5f0c458b80a191dc9d43390669d9e6ccc94eb699a7f30b165b2ff5,d7c2be5294e6fd2ed5655bb6a3d1a8b3f306cf855b2f99653ee79045d9165871,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 56}",False
gsm8k,gsm8k_test_000057_c1e0bb67,c1e0bb67442104baac4d9f293c9e407cb355a4188a8d215db8d62a13d2fcb4ae,45a2d1a18171c7eecb532234479e0129feca06ecb6624d2f518da67e59f3f52c,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 57}",False
gsm8k,gsm8k_test_000058_aec193d7,aec193d7b62e6be9707fb55f3a8582723b5b151b6943e49f2cc1d5ade49612f5,4a88e9ed810be46f6ecfe424161a06a881491985209eb7863ce137ffcaed60f7,test,"{'source_identity': 'openai/gsm8k:test', 'source_revision': 'd638c3496131ba6bae0f2c6e89676e37fee7155a', 'source_raw_sha256': '3730d312f6e3440559ace48831e51066acaca737f6eabec99bccb9e4b3c39d14', 'upstream_row_index': 58}",False
